Ticker,Title,Publisher,Link,Date
MSFT,Microsoft’s massive Outlook and Teams outage resolves after more than a day,CNN Business,https://finance.yahoo.com/m/248483a9-7b19-3b42-9e89-4827c255fc92/microsoft%E2%80%99s-massive-outlook.html,2024-11-26 23:12:28
AAPL,"HP earnings in line with expectations, CEO says tariffs would hit the consumer",Yahoo Finance,https://finance.yahoo.com/news/hp-earnings-in-line-with-expectations-ceo-says-tariffs-would-hit-the-consumer-230156921.html,2024-11-26 23:01:56
AMZN,Will Labor Activists ‘Make Amazon Pay’ This Black Friday?,Sourcing Journal,https://finance.yahoo.com/m/b12ad173-cfbe-3011-930d-c7199fd27339/will-labor-activists-%E2%80%98make.html,2024-11-26 22:52:00
META,Update: Meta Platforms Threads Reportedly Major Beneficiary of Recent Exodus by Former X Users,MT Newswires,https://finance.yahoo.com/news/meta-platforms-threads-reportedly-major-225032326.html,2024-11-26 22:50:32
AMZN,"2 Stocks Set to Benefit from a Busy Holiday Season: WMT, AMZN",Zacks,https://finance.yahoo.com/news/2-stocks-set-benefit-busy-223700654.html,2024-11-26 22:37:00
GOOGL,Google Proposes New Search Changes in Europe,The Information,https://finance.yahoo.com/m/a5d32b15-720f-3005-9eb8-45be8620ec2d/google-proposes-new-search.html,2024-11-26 22:25:47
TSLA,How California Could Exclude Tesla From EV Credits—and Why It Won’t Work,Barrons.com,https://finance.yahoo.com/m/60ccbcc6-79cd-348a-b3e0-0b4a321e9645/how-california-could-exclude.html,2024-11-26 22:05:00
MSFT,OpenAI’s Sora video tool was leaked by a group of artists to protest ‘corporate AI overlords’,Fortune,https://finance.yahoo.com/news/group-artists-just-leaked-access-220011584.html,2024-11-26 22:00:11
TSLA,2025 Could Be Horrendous for Car Sales. It’s a Huge Test for EVs.,Barrons.com,https://finance.yahoo.com/m/a5404248-dad7-3f77-8206-6ec483f49011/2025-could-be-horrendous-for.html,2024-11-26 21:39:00
AMZN,AWS re:Invent 2024: What to expect and how to watch Amazon's biggest event of the year,TechCrunch,https://finance.yahoo.com/m/49370115-b5bb-375f-b690-5a33a11d49e7/aws-re%3Ainvent-2024%3A-what-to.html,2024-11-26 21:36:03
MSFT,Microsoft Corp (MSFT) and LTIMindtree Partner to Accelerate AI Transformation,Insider Monkey,https://finance.yahoo.com/news/microsoft-corp-msft-ltimindtree-partner-210703572.html,2024-11-26 21:07:03
GOOGL,Alphabet Inc (GOOG) Unveils AlphaQubit: AI Breakthrough in Quantum Computing,Insider Monkey,https://finance.yahoo.com/news/alphabet-inc-goog-unveils-alphaqubit-210652587.html,2024-11-26 21:06:52
TSLA,Rivian wins preliminary approval for $6.6B federal loan for Georgia EV plant,Yahoo Finance,https://finance.yahoo.com/news/rivian-wins-preliminary-approval-for-66b-federal-loan-for-georgia-ev-plant-153426013.html,2024-11-26 21:05:11
META,Meta Platforms (META): Transforming Louisiana with a $5 Billion AI Data Center,Insider Monkey,https://finance.yahoo.com/news/meta-platforms-meta-transforming-louisiana-210256705.html,2024-11-26 21:02:56
META,Meta Platforms Threads Reportedly Major Beneficiary of Recent Exodus by Former X Users,MT Newswires,https://finance.yahoo.com/news/meta-platforms-threads-reportedly-major-210104292.html,2024-11-26 21:01:04
AAPL,Market Chatter: Apple Faces Regulatory Hurdles to Launch In-House AI Models in China,MT Newswires,https://finance.yahoo.com/news/market-chatter-apple-faces-regulatory-202615432.html,2024-11-26 20:26:15
JPM,Deutsche Bank Sees Bank Stock Rally Adding to Repo Market Strain,Bloomberg,https://finance.yahoo.com/news/deutsche-bank-sees-bank-stock-200509086.html,2024-11-26 20:05:09
JNJ,Merck Stock Up as Winrevair Meets Goal in Advanced PAH Study,Zacks,https://finance.yahoo.com/news/merck-stock-winrevair-meets-goal-200000709.html,2024-11-26 20:00:00
JPM,It's a small world: Why payment companies are targeting SMBs,American Banker,https://finance.yahoo.com/m/1b46e553-d845-3e13-a8c6-0a86b01b14c4/it%27s-a-small-world%3A-why.html,2024-11-26 19:01:30
META,Magnificent Seven Stocks: Nvidia Stock Rebounds From Key Level; Apple Nears New Buy Point,Investor's Business Daily,https://finance.yahoo.com/m/4205eaa9-f620-3a0b-a81a-0e82c7c9fd0b/magnificent-seven-stocks%3A.html,2024-11-26 18:55:42
PG,"Top Analyst Reports for Apple, Meta and Procter & Gamble",Zacks,https://finance.yahoo.com/news/top-analyst-reports-apple-meta-184000683.html,2024-11-26 18:40:00
GOOGL,US judge will not delay Google search trial for DOJ switch to Trump administration,Reuters,https://finance.yahoo.com/news/us-google-search-antitrust-trial-180226867.html,2024-11-26 18:02:26
JPM,This strategist is shifting from tech to financials: Here's why,Yahoo Finance Video,https://finance.yahoo.com/video/strategist-shifting-tech-financials-heres-175607945.html,2024-11-26 17:56:07
JPM,"Wall Street banks get a lift from trading Israeli currency, bonds",Reuters,https://finance.yahoo.com/news/wall-street-banks-lift-trading-174418333.html,2024-11-26 17:44:18
GOOGL,Economy at risk without tech innovation: Investor,Yahoo Finance Video,https://finance.yahoo.com/video/economy-risk-without-tech-innovation-173221125.html,2024-11-26 17:32:21
